HCON_00000010	WBGene00001242
HCON_00081160	WBGene00021343
HCON_00081190	WBGene00006519
HCON_00081200	WBGene00004738
HCON_00081210	WBGene00006519
HCON_00081240	WBGene00000279
HCON_00081250	WBGene00003378
HCON_00081260	WBGene00020604
HCON_00081310	WBGene00013039
HCON_00081320	WBGene00001974
HCON_00081320	WBGene00001973
HCON_00081330	WBGene00013738
HCON_00081340	WBGene00004497
HCON_00081370	WBGene00009949
HCON_00081390	WBGene00003497
HCON_00081400	WBGene00009365
HCON_00081410	WBGene00008678
HCON_00081410	WBGene00002891
HCON_00081410	WBGene00007363
HCON_00081410	WBGene00006435
HCON_00081410	WBGene00007364
HCON_00081420	WBGene00016981
HCON_00081430	WBGene00001338
HCON_00081440	WBGene00007581
HCON_00081450	WBGene00006513
HCON_00081470	WBGene00015156
HCON_00081480	WBGene00004705
HCON_00081490	WBGene00007681
HCON_00081550	WBGene00022336
HCON_00081560	WBGene00022347
HCON_00081580	WBGene00022354
HCON_00081590	WBGene00022309
HCON_00081600	WBGene00022053
HCON_00081640	WBGene00019656
HCON_00081680	WBGene00004335
HCON_00081690	WBGene00016868
HCON_00081720	WBGene00004114
HCON_00081720	WBGene00017032
HCON_00081730	WBGene00017937
HCON_00081750	WBGene00013846
HCON_00081760	WBGene00013850
HCON_00081780	WBGene00006526
HCON_00081790	WBGene00002081
HCON_00081810	WBGene00010974
HCON_00081820	WBGene00010975
HCON_00081830	WBGene00000564
HCON_00081840	WBGene00010757
HCON_00081850	WBGene00022180
HCON_00081860	WBGene00303019
HCON_00081870	WBGene00011875
HCON_00081880	WBGene00004326
HCON_00081890	WBGene00000833
HCON_00082100	WBGene00008052
HCON_00082110	WBGene00016140
HCON_00082130	WBGene00016142
HCON_00082140	WBGene00016139
HCON_00082150	WBGene00043156
HCON_00082160	WBGene00016167
HCON_00082170	WBGene00016166
HCON_00082180	WBGene00020317
HCON_00082190	WBGene00018998
HCON_00082200	WBGene00004338
HCON_00082210	WBGene00000762
HCON_00082230	WBGene00001135
HCON_00082290	WBGene00006886
HCON_00082350	WBGene00001077
HCON_00082370	WBGene00001612
HCON_00082380	WBGene00019595
HCON_00082390	WBGene00000543
HCON_00082400	WBGene00000543
HCON_00082410	WBGene00008918
HCON_00082430	WBGene00007969
HCON_00082440	WBGene00000264
HCON_00082440	WBGene00018327
HCON_00082490	WBGene00008000
HCON_00082500	WBGene00013983
HCON_00082530	WBGene00004679
HCON_00082540	WBGene00017830
HCON_00082550	WBGene00003559
HCON_00082600	WBGene00011115
HCON_00082610	WBGene00011116
HCON_00082640	WBGene00016048
HCON_00082650	WBGene00000998
HCON_00082660	WBGene00000998
HCON_00082680	WBGene00000998
HCON_00082700	WBGene00006573
HCON_00082710	WBGene00013446
HCON_00082720	WBGene00016032
HCON_00082760	WBGene00001709
HCON_00082850	WBGene00001018
HCON_00082880	WBGene00001076
HCON_00082880	WBGene00000650
HCON_00082890	WBGene00013447
HCON_00082900	WBGene00013422
HCON_00082910	WBGene00007680
HCON_00082920	WBGene00007679
HCON_00082930	WBGene00001792
HCON_00082930	WBGene00016204
HCON_00082930	WBGene00015337
HCON_00082930	WBGene00043097
HCON_00082980	WBGene00020140
HCON_00082980	WBGene00010485
HCON_00082980	WBGene00006439
HCON_00082990	WBGene00012097
HCON_00083000	WBGene00000834
HCON_00083050	WBGene00018846
HCON_00083060	WBGene00000041
HCON_00083080	WBGene00014074
HCON_00083090	WBGene00206488
HCON_00083100	WBGene00012657
HCON_00083110	WBGene00012658
HCON_00083120	WBGene00012361
HCON_00083140	WBGene00022786
HCON_00083160	WBGene00022785
HCON_00083180	WBGene00001209
HCON_00083190	WBGene00013526
HCON_00083190	WBGene00013303
HCON_00083230	WBGene00017360
HCON_00083260	WBGene00015581
HCON_00083270	WBGene00004223
HCON_00083280	WBGene00003214
HCON_00083290	WBGene00002855
HCON_00083300	WBGene00020822
HCON_00083310	WBGene00004781
HCON_00083320	WBGene00002889
HCON_00083330	WBGene00017033
HCON_00083340	WBGene00020097
HCON_00083350	WBGene00008345
HCON_00083370	WBGene00008344
HCON_00083380	WBGene00015806
HCON_00083420	WBGene00015559
HCON_00083430	WBGene00001077
HCON_00083440	WBGene00001077
HCON_00083480	WBGene00006604
HCON_00083500	WBGene00012306
HCON_00083560	WBGene00000845
HCON_00083590	WBGene00016678
HCON_00083600	WBGene00016676
HCON_00083630	WBGene00004400
HCON_00083670	WBGene00003377
HCON_00083680	WBGene00007172
HCON_00083690	WBGene00020330
HCON_00083700	WBGene00021344
HCON_00083720	WBGene00000435
HCON_00083730	WBGene00020964
HCON_00083750	WBGene00013984
HCON_00083760	WBGene00003597
HCON_00083770	WBGene00015519
HCON_00083780	WBGene00016491
HCON_00083780	WBGene00015335
HCON_00083790	WBGene00018831
HCON_00083800	WBGene00010304
HCON_00083810	WBGene00001613
HCON_00083860	WBGene00000672
HCON_00083920	WBGene00013678
HCON_00083950	WBGene00021814
HCON_00083960	WBGene00018152
HCON_00083970	WBGene00019400
HCON_00083980	WBGene00004390
HCON_00083990	WBGene00019401
HCON_00084000	WBGene00003858
HCON_00084020	WBGene00007321
HCON_00084020	WBGene00011221
HCON_00084030	WBGene00015082
HCON_00084030	WBGene00206513
HCON_00084030	WBGene00271715
HCON_00084030	WBGene00271577
HCON_00084030	WBGene00015081
HCON_00084030	WBGene00022736
HCON_00084030	WBGene00015085
HCON_00084030	WBGene00022735
HCON_00084030	WBGene00015080
HCON_00084030	WBGene00015079
HCON_00084060	WBGene00018221
HCON_00084070	WBGene00018216
HCON_00084100	WBGene00021534
HCON_00084120	WBGene00002201
HCON_00084130	WBGene00017304
HCON_00084140	WBGene00001458
HCON_00084150	WBGene00011729
HCON_00084160	WBGene00020648
HCON_00084180	WBGene00011587
HCON_00084350	WBGene00011587
HCON_00084370	WBGene00019261
HCON_00084400	WBGene00020051
HCON_00084410	WBGene00011202
HCON_00084420	WBGene00000118
HCON_00084430	WBGene00001251
HCON_00084440	WBGene00004420
HCON_00084450	WBGene00003063
HCON_00084460	WBGene00003967
HCON_00084470	WBGene00012555
HCON_00084490	WBGene00012554
HCON_00084500	WBGene00001457
HCON_00084510	WBGene00007185
HCON_00084520	WBGene00007185
HCON_00084530	WBGene00001094
HCON_00084540	WBGene00004088
HCON_00084550	WBGene00002230
HCON_00084560	WBGene00021593
HCON_00084600	WBGene00010453
HCON_00084610	WBGene00016448
HCON_00084620	WBGene00017108
HCON_00084630	WBGene00002998
HCON_00084640	WBGene00006768
HCON_00084650	WBGene00014027
HCON_00084660	WBGene00014028
HCON_00084670	WBGene00014018
HCON_00084670	WBGene00021332
HCON_00084760	WBGene00015346
HCON_00084770	WBGene00015347
HCON_00084790	WBGene00001174
HCON_00084880	WBGene00003102
HCON_00084890	WBGene00004831
HCON_00084940	WBGene00022632
HCON_00084950	WBGene00012362
HCON_00084980	WBGene00012360
HCON_00085010	WBGene00002269
HCON_00085020	WBGene00002269
HCON_00085060	WBGene00002269
HCON_00085070	WBGene00002269
HCON_00085110	WBGene00017692
HCON_00085120	WBGene00001078
HCON_00085150	WBGene00001721
HCON_00085160	WBGene00020927
HCON_00085160	WBGene00020307
HCON_00085160	WBGene00011554
HCON_00085160	WBGene00021249
HCON_00085160	WBGene00020924
HCON_00085180	WBGene00020927
HCON_00085180	WBGene00020307
HCON_00085180	WBGene00011554
HCON_00085180	WBGene00021249
HCON_00085180	WBGene00020924
HCON_00085200	WBGene00018913
HCON_00085200	WBGene00017097
HCON_00085200	WBGene00271797
HCON_00085200	WBGene00017094
HCON_00085200	WBGene00017095
HCON_00085200	WBGene00010238
HCON_00085200	WBGene00021567
HCON_00085200	WBGene00010426
HCON_00085200	WBGene00015963
HCON_00085200	WBGene00017093
HCON_00085200	WBGene00017092
HCON_00085210	WBGene00020927
HCON_00085210	WBGene00020307
HCON_00085210	WBGene00011554
HCON_00085210	WBGene00021249
HCON_00085210	WBGene00020924
HCON_00085230	WBGene00018913
HCON_00085230	WBGene00017097
HCON_00085230	WBGene00271797
HCON_00085230	WBGene00017094
HCON_00085230	WBGene00017095
HCON_00085230	WBGene00010238
HCON_00085230	WBGene00021567
HCON_00085230	WBGene00010426
HCON_00085230	WBGene00015963
HCON_00085230	WBGene00017093
HCON_00085230	WBGene00017092
HCON_00085260	WBGene00000409
HCON_00085280	WBGene00015813
HCON_00085300	WBGene00000507
HCON_00085310	WBGene00002048
HCON_00085320	WBGene00019679
HCON_00085330	WBGene00019460
HCON_00085340	WBGene00019457
HCON_00085350	WBGene00000143
HCON_00085360	WBGene00011399
HCON_00085420	WBGene00020030
HCON_00085450	WBGene00020030
HCON_00085500	WBGene00020030
HCON_00085510	WBGene00020030
HCON_00085540	WBGene00010073
HCON_00085560	WBGene00014123
HCON_00085600	WBGene00022718
HCON_00085610	WBGene00022620
HCON_00085630	WBGene00022168
HCON_00085640	WBGene00007000
HCON_00085650	WBGene00006786
HCON_00085680	WBGene00014075
HCON_00085690	WBGene00012652
HCON_00085700	WBGene00001997
HCON_00085710	WBGene00018409
HCON_00085730	WBGene00015487
HCON_00085740	WBGene00015486
HCON_00085750	WBGene00015485
HCON_00085760	WBGene00015484
HCON_00085800	WBGene00003523
HCON_00085820	WBGene00015483
HCON_00085830	WBGene00003022
HCON_00085840	WBGene00000874
HCON_00085850	WBGene00003912
HCON_00085860	WBGene00000193
HCON_00085870	WBGene00016439
HCON_00085880	WBGene00000204
HCON_00085890	WBGene00000022
HCON_00085930	WBGene00018593
HCON_00085960	WBGene00001734
HCON_00085970	WBGene00017988
HCON_00085980	WBGene00008919
HCON_00085990	WBGene00001570
HCON_00086000	WBGene00016699
HCON_00086010	WBGene00004118
HCON_00086020	WBGene00004183
HCON_00086120	WBGene00015824
HCON_00086180	WBGene00019332
HCON_00086380	WBGene00015824
HCON_00086390	WBGene00012828
HCON_00086400	WBGene00004858
HCON_00086410	WBGene00001748
HCON_00086420	WBGene00018953
HCON_00086440	WBGene00009820
HCON_00086440	WBGene00018946
HCON_00086450	WBGene00022493
HCON_00086460	WBGene00022492
HCON_00086470	WBGene00010758
HCON_00086490	WBGene00009172
HCON_00086500	WBGene00017760
HCON_00086520	WBGene00017319
HCON_00086530	WBGene00012648
HCON_00086540	WBGene00012647
HCON_00086600	WBGene00011909
HCON_00086670	WBGene00014035
HCON_00086690	WBGene00003918
HCON_00086720	WBGene00018178
HCON_00086730	WBGene00022817
HCON_00086740	WBGene00001470
HCON_00086750	WBGene00020340
HCON_00086780	WBGene00018422
HCON_00086800	WBGene00015128
HCON_00086810	WBGene00001552
HCON_00086810	WBGene00001554
HCON_00086820	WBGene00004896
HCON_00086830	WBGene00018419
HCON_00086840	WBGene00000060
HCON_00086860	WBGene00006478
HCON_00086870	WBGene00006478
HCON_00086920	WBGene00003225
HCON_00086930	WBGene00000423
HCON_00086940	WBGene00021170
HCON_00086950	WBGene00022056
HCON_00086960	WBGene00006694
HCON_00086970	WBGene00006953
HCON_00086970	WBGene00006954
HCON_00086970	WBGene00006950
HCON_00086980	WBGene00017759
HCON_00086990	WBGene00017265
HCON_00086990	WBGene00019894
HCON_00086990	WBGene00015513
HCON_00086990	WBGene00012715
HCON_00087000	WBGene00004884
HCON_00087020	WBGene00012930
HCON_00087030	WBGene00022697
HCON_00087040	WBGene00022704
HCON_00087230	WBGene00000680
HCON_00087230	WBGene00000757
HCON_00087240	WBGene00000680
HCON_00087240	WBGene00000757
HCON_00087250	WBGene00015661
HCON_00087370	WBGene00006690
HCON_00087380	WBGene00012939
HCON_00087430	WBGene00003243
HCON_00087440	WBGene00003417
HCON_00087450	WBGene00019167
HCON_00087460	WBGene00018672
HCON_00087480	WBGene00011871
HCON_00087490	WBGene00011872
HCON_00087500	WBGene00011412
HCON_00087510	WBGene00007628
HCON_00087520	WBGene00015480
HCON_00087530	WBGene00003520
HCON_00087610	WBGene00011400
HCON_00087620	WBGene00002226
HCON_00087620	WBGene00002225
HCON_00087640	WBGene00004417
HCON_00087650	WBGene00000838
HCON_00087670	WBGene00002038
HCON_00087680	WBGene00017301
HCON_00087690	WBGene00014011
HCON_00087700	WBGene00011216
HCON_00087720	WBGene00000523
HCON_00087730	WBGene00000526
HCON_00087750	WBGene00013550
HCON_00087760	WBGene00011604
HCON_00087770	WBGene00011605
HCON_00087780	WBGene00044410
HCON_00087790	WBGene00017751
HCON_00087790	WBGene00044455
HCON_00087810	WBGene00011556
HCON_00087810	WBGene00010755
HCON_00087820	WBGene00016978
HCON_00087840	WBGene00002986
HCON_00087850	WBGene00003024
HCON_00087880	WBGene00000437
HCON_00087910	WBGene00020030
HCON_00087940	WBGene00020030
HCON_00087950	WBGene00020030
HCON_00088020	WBGene00020030
HCON_00088100	WBGene00020030
HCON_00088130	WBGene00012712
HCON_00088140	WBGene00012713
HCON_00088150	WBGene00012713
HCON_00088160	WBGene00014176
HCON_00088240	WBGene00003002
HCON_00088260	WBGene00014020
HCON_00088270	WBGene00022171
HCON_00088280	WBGene00022182
HCON_00088290	WBGene00022182
HCON_00088300	WBGene00018857
HCON_00088350	WBGene00001955
HCON_00088400	WBGene00021855
HCON_00088410	WBGene00021855
HCON_00088530	WBGene00013543
HCON_00088560	WBGene00018755
HCON_00088560	WBGene00012914
HCON_00088760	WBGene00011201
HCON_00088770	WBGene00013042
HCON_00088790	WBGene00013692
HCON_00088800	WBGene00006830
HCON_00088830	WBGene00044677
HCON_00088850	WBGene00003476
HCON_00088880	WBGene00019183
HCON_00088890	WBGene00006783
HCON_00088900	WBGene00013128
HCON_00088910	WBGene00011502
HCON_00088940	WBGene00009849
HCON_00088960	WBGene00015478
HCON_00088970	WBGene00020393
HCON_00088970	WBGene00019029
HCON_00088980	WBGene00015978
HCON_00088990	WBGene00001972
HCON_00089010	WBGene00017646
HCON_00089020	WBGene00000425
HCON_00089030	WBGene00020563
HCON_00089080	WBGene00009404
HCON_00089090	WBGene00009404
HCON_00089100	WBGene00013043
HCON_00089130	WBGene00015150
HCON_00089150	WBGene00006993
HCON_00089180	WBGene00010905
HCON_00089200	WBGene00007925
HCON_00089210	WBGene00012942
HCON_00089220	WBGene00007139
HCON_00089230	WBGene00000618
HCON_00089230	WBGene00000665
HCON_00089250	WBGene00019877
HCON_00089260	WBGene00044650
HCON_00089300	WBGene00012558
HCON_00089310	WBGene00004361
HCON_00089320	WBGene00004302
HCON_00089330	WBGene00010478
HCON_00089360	WBGene00003605
HCON_00089370	WBGene00003405
HCON_00089380	WBGene00008041
HCON_00089390	WBGene00022664
HCON_00089400	WBGene00017044
HCON_00089410	WBGene00010284
HCON_00089420	WBGene00004437
HCON_00089430	WBGene00017159
HCON_00089440	WBGene00007860
HCON_00089450	WBGene00008510
HCON_00089500	WBGene00018418
HCON_00089520	WBGene00007048
HCON_00089530	WBGene00004482
HCON_00089540	WBGene00001118
HCON_00089560	WBGene00001118
HCON_00089570	WBGene00017173
HCON_00089580	WBGene00007255
HCON_00089590	WBGene00018951
HCON_00089600	WBGene00018951
HCON_00089630	WBGene00015578
HCON_00089640	WBGene00006683
HCON_00089670	WBGene00008719
HCON_00089680	WBGene00015811
HCON_00089690	WBGene00015809
HCON_00089700	WBGene00002881
HCON_00089710	WBGene00012722
HCON_00089710	WBGene00012723
HCON_00089720	WBGene00007170
HCON_00089740	WBGene00008084
HCON_00089740	WBGene00020445
HCON_00089750	WBGene00010772
HCON_00089790	WBGene00001059
HCON_00089830	WBGene00022579
HCON_00089850	WBGene00001865
HCON_00089860	WBGene00013038
HCON_00089870	WBGene00000618
HCON_00089870	WBGene00000665
HCON_00089890	WBGene00021437
HCON_00089910	WBGene00007926
HCON_00089920	WBGene00004462
HCON_00089930	WBGene00002845
HCON_00089940	WBGene00014177
HCON_00089950	WBGene00006728
HCON_00089970	WBGene00017688
HCON_00089980	WBGene00044605
HCON_00089990	WBGene00017687
HCON_00090020	WBGene00002023
HCON_00090030	WBGene00007983
HCON_00090040	WBGene00012941
HCON_00090100	WBGene00003134
HCON_00090110	WBGene00007168
HCON_00090130	WBGene00004182
HCON_00090190	WBGene00003510
HCON_00090200	WBGene00006715
HCON_00090210	WBGene00018239
HCON_00090220	WBGene00185078
HCON_00090230	WBGene00006985
HCON_00090270	WBGene00001494
HCON_00090280	WBGene00010475
HCON_00090310	WBGene00019328
HCON_00090320	WBGene00018966
HCON_00090320	WBGene00018964
HCON_00090330	WBGene00018966
HCON_00090330	WBGene00018964
HCON_00090420	WBGene00015155
HCON_00090440	WBGene00019168
HCON_00090450	WBGene00006725
HCON_00090460	WBGene00018339
HCON_00090470	WBGene00006515
HCON_00090480	WBGene00015481
HCON_00090720	WBGene00019198
HCON_00090730	WBGene00019199
HCON_00090740	WBGene00020104
HCON_00090750	WBGene00011220
HCON_00090760	WBGene00011217
HCON_00090770	WBGene00010315
HCON_00090780	WBGene00015386
HCON_00090790	WBGene00014015
HCON_00090800	WBGene00000567
HCON_00090810	WBGene00004164
HCON_00091030	WBGene00006944
HCON_00091040	WBGene00000863
HCON_00091050	WBGene00009952
HCON_00091060	WBGene00003829
HCON_00091070	WBGene00045249
HCON_00091080	WBGene00013541
HCON_00091090	WBGene00011206
HCON_00091110	WBGene00004133
HCON_00091120	WBGene00022816
HCON_00091140	WBGene00021852
HCON_00091240	WBGene00010665
HCON_00091250	WBGene00010665
HCON_00091400	WBGene00006575
HCON_00091410	WBGene00008348
HCON_00091420	WBGene00000098
HCON_00091430	WBGene00003372
HCON_00091440	WBGene00017300
HCON_00091450	WBGene00003371
HCON_00091480	WBGene00010908
HCON_00091490	WBGene00003851
HCON_00091500	WBGene00004381
HCON_00091510	WBGene00007626
HCON_00091520	WBGene00007627
HCON_00091530	WBGene00003589
HCON_00091540	WBGene00006331
HCON_00091550	WBGene00004414
HCON_00091630	WBGene00019331
HCON_00091640	WBGene00012768
HCON_00091650	WBGene00006563
HCON_00091670	WBGene00003389
HCON_00091680	WBGene00020562
HCON_00091690	WBGene00021820
HCON_00091700	WBGene00006540
HCON_00091710	WBGene00010230
HCON_00091720	WBGene00006704
HCON_00091730	WBGene00006798
HCON_00091740	WBGene00003804
HCON_00091750	WBGene00012803
HCON_00091780	WBGene00012804
HCON_00091790	WBGene00010780
HCON_00091870	WBGene00185001
HCON_00091880	WBGene00010139
HCON_00091890	WBGene00008654
HCON_00091900	WBGene00011815
HCON_00091920	WBGene00003401
HCON_00091940	WBGene00016898
HCON_00091980	WBGene00023422
HCON_00091990	WBGene00009648
HCON_00092000	WBGene00012858
HCON_00092010	WBGene00006571
HCON_00092060	WBGene00020758
HCON_00092080	WBGene00021020
HCON_00092130	WBGene00004213
HCON_00092180	WBGene00007859
HCON_00092190	WBGene00003162
HCON_00092210	WBGene00012127
HCON_00092250	WBGene00021124
HCON_00092280	WBGene00006359
HCON_00092290	WBGene00015124
HCON_00092300	WBGene00001443
HCON_00092310	WBGene00007402
HCON_00092320	WBGene00021314
HCON_00092330	WBGene00021315
HCON_00092340	WBGene00021316
HCON_00092350	WBGene00000421
HCON_00092360	WBGene00017042
HCON_00092400	WBGene00003048
HCON_00092450	WBGene00019832
HCON_00092460	WBGene00010039
HCON_00092490	WBGene00001043
HCON_00092510	WBGene00009653
HCON_00092530	WBGene00003184
HCON_00092530	WBGene00009825
HCON_00092530	WBGene00009826
HCON_00092560	WBGene00021636
HCON_00092570	WBGene00021636
HCON_00092580	WBGene00021698
HCON_00092590	WBGene00010756
HCON_00092600	WBGene00022696
HCON_00092610	WBGene00004391
HCON_00092620	WBGene00020939
HCON_00092730	WBGene00004779
HCON_00092740	WBGene00021914
HCON_00092750	WBGene00017328
HCON_00092760	WBGene00020446
HCON_00092820	WBGene00013978
HCON_00092820	WBGene00020531
HCON_00092820	WBGene00013979
HCON_00092830	WBGene00012714
HCON_00092840	WBGene00001630
HCON_00092870	WBGene00018362
HCON_00092880	WBGene00018364
HCON_00092890	WBGene00015267
HCON_00092920	WBGene00015344
HCON_00093040	WBGene00015158
HCON_00093080	WBGene00023489
HCON_00093090	WBGene00018341
HCON_00093120	WBGene00006546
HCON_00093120	WBGene00006545
HCON_00093130	WBGene00020324
HCON_00093140	WBGene00007019
HCON_00093180	WBGene00022195
HCON_00093210	WBGene00003957
HCON_00093210	WBGene00003958
HCON_00093210	WBGene00003959
HCON_00093220	WBGene00003957
HCON_00093220	WBGene00003958
HCON_00093220	WBGene00003959
HCON_00093230	WBGene00003957
HCON_00093230	WBGene00003958
HCON_00093230	WBGene00003959
HCON_00093250	WBGene00003957
HCON_00093250	WBGene00003958
HCON_00093250	WBGene00003959
HCON_00093300	WBGene00003533
HCON_00093310	WBGene00000081
HCON_00093320	WBGene00021751
HCON_00093330	WBGene00021758
HCON_00093340	WBGene00000895
HCON_00093380	WBGene00003169
HCON_00093390	WBGene00011415
HCON_00093400	WBGene00185014
HCON_00093600	WBGene00008119
HCON_00093610	WBGene00007703
HCON_00093620	WBGene00002073
HCON_00093700	WBGene00043994
HCON_00093720	WBGene00043994
HCON_00093730	WBGene00017804
HCON_00093730	WBGene00017806
HCON_00093750	WBGene00017804
HCON_00093750	WBGene00017806
HCON_00093790	WBGene00015418
HCON_00093810	WBGene00011111
HCON_00093820	WBGene00004387
HCON_00093830	WBGene00011109
HCON_00093970	WBGene00010036
HCON_00093970	WBGene00001831
HCON_00093990	WBGene00000231
HCON_00094010	WBGene00000839
HCON_00094020	WBGene00022250
HCON_00094030	WBGene00012718
HCON_00094040	WBGene00010037
HCON_00094050	WBGene00001284
HCON_00094060	WBGene00004735
HCON_00094070	WBGene00011887
HCON_00094090	WBGene00007188
HCON_00094110	WBGene00020315
HCON_00094130	WBGene00004700
HCON_00094140	WBGene00004700
HCON_00094150	WBGene00004700
HCON_00094160	WBGene00004249
HCON_00094170	WBGene00011867
HCON_00094180	WBGene00011867
HCON_00094190	WBGene00000421
HCON_00094250	WBGene00000421
HCON_00094280	WBGene00000421
HCON_00094300	WBGene00000421
HCON_00094310	WBGene00000421
HCON_00094320	WBGene00000421
HCON_00094330	WBGene00008426
HCON_00094340	WBGene00008424
HCON_00094350	WBGene00003978
HCON_00094360	WBGene00017158
HCON_00094380	WBGene00017320
HCON_00094390	WBGene00021919
HCON_00094400	WBGene00021849
HCON_00094410	WBGene00004314
HCON_00094420	WBGene00011817
HCON_00094430	WBGene00018154
HCON_00094450	WBGene00006592
HCON_00094460	WBGene00020767
HCON_00094470	WBGene00022695
HCON_00094480	WBGene00006576
HCON_00094500	WBGene00015735
HCON_00094510	WBGene00015754
HCON_00094530	WBGene00006911
HCON_00094530	WBGene00006912
HCON_00094540	WBGene00006910
HCON_00094550	WBGene00005021
HCON_00094590	WBGene00019170
HCON_00094620	WBGene00006678
HCON_00094630	WBGene00009024
HCON_00094640	WBGene00021396
HCON_00094710	WBGene00017754
HCON_00094770	WBGene00003158
HCON_00094780	WBGene00003158
HCON_00094790	WBGene00000768
HCON_00094800	WBGene00013580
HCON_00094810	WBGene00021021
HCON_00094830	WBGene00021867
HCON_00094840	WBGene00021856
HCON_00094850	WBGene00018137
HCON_00094860	WBGene00045395
HCON_00094870	WBGene00000380
HCON_00094890	WBGene00013448
HCON_00094900	WBGene00010428
HCON_00094910	WBGene00007704
HCON_00094920	WBGene00235102
HCON_00094930	WBGene00004303
HCON_00094960	WBGene00012198
HCON_00094960	WBGene00019087
HCON_00094970	WBGene00000392
HCON_00094980	WBGene00021857
HCON_00094990	WBGene00022502
HCON_00095090	WBGene00013435
HCON_00095100	WBGene00013436
HCON_00095220	WBGene00004343
HCON_00095230	WBGene00018863
HCON_00095240	WBGene00010972
HCON_00095250	WBGene00007167
HCON_00095260	WBGene00004469
HCON_00095270	WBGene00001583
HCON_00095270	WBGene00013443
HCON_00095290	WBGene00022170
HCON_00095300	WBGene00022169
HCON_00095310	WBGene00044609
HCON_00095370	WBGene00016242
HCON_00095380	WBGene00004474
HCON_00095390	WBGene00003157
HCON_00095570	WBGene00019376
HCON_00095630	WBGene00019376
HCON_00095640	WBGene00020837
HCON_00095650	WBGene00010635
HCON_00095650	WBGene00007239
HCON_00095650	WBGene00007714
HCON_00095680	WBGene00017974
HCON_00095690	WBGene00021319
HCON_00095690	WBGene00011972
HCON_00095740	WBGene00004798
HCON_00095760	WBGene00018997
HCON_00095760	WBGene00002083
HCON_00095790	WBGene00015133
HCON_00095800	WBGene00022194
HCON_00095810	WBGene00008910
HCON_00095830	WBGene00008910
HCON_00095840	WBGene00000292
HCON_00095850	WBGene00001456
HCON_00095890	WBGene00017996
HCON_00095900	WBGene00017997
HCON_00095920	WBGene00219274
HCON_00095920	WBGene00016350
HCON_00095920	WBGene00000993
HCON_00095960	WBGene00019654
HCON_00095960	WBGene00017205
HCON_00095960	WBGene00017431
HCON_00095960	WBGene00015071
HCON_00095960	WBGene00016862
HCON_00095960	WBGene00019652
HCON_00095960	WBGene00015067
HCON_00095960	WBGene00016863
HCON_00095960	WBGene00019653
HCON_00095990	WBGene00000522
HCON_00096000	WBGene00000202
HCON_00096020	WBGene00004307
HCON_00096040	WBGene00004423
HCON_00096040	WBGene00004422
HCON_00096050	WBGene00022045
HCON_00096060	WBGene00022044
HCON_00096070	WBGene00022046
HCON_00096080	WBGene00000913
HCON_00096110	WBGene00011175
HCON_00096120	WBGene00000961
HCON_00096180	WBGene00008976
HCON_00096180	WBGene00004046
HCON_00096190	WBGene00007029
HCON_00096200	WBGene00007029
HCON_00096270	WBGene00022348
HCON_00096310	WBGene00007823
HCON_00096400	WBGene00007495
HCON_00096420	WBGene00010275
HCON_00096430	WBGene00010484
HCON_00096440	WBGene00014243
HCON_00096480	WBGene00014243
HCON_00096490	WBGene00016613
HCON_00096500	WBGene00006621
HCON_00096510	WBGene00015497
HCON_00096520	WBGene00021538
HCON_00096540	WBGene00013418
HCON_00096550	WBGene00012420
HCON_00096560	WBGene00001961
HCON_00096560	WBGene00013665
HCON_00096560	WBGene00009540
HCON_00096570	WBGene00001604
HCON_00096580	WBGene00011128
HCON_00096590	WBGene00021132
HCON_00096610	WBGene00011225
HCON_00096620	WBGene00011224
HCON_00096630	WBGene00008733
HCON_00096640	WBGene00003927
HCON_00096650	WBGene00001395
HCON_00096680	WBGene00003548
HCON_00096690	WBGene00020234
HCON_00096700	WBGene00006608
HCON_00096710	WBGene00002007
HCON_00096720	WBGene00001669
HCON_00096730	WBGene00017053
HCON_00096740	WBGene00022378
HCON_00096750	WBGene00003955
HCON_00096780	WBGene00022100
HCON_00096790	WBGene00022252
HCON_00096800	WBGene00021155
HCON_00096810	WBGene00021939
HCON_00096840	WBGene00012767
HCON_00096890	WBGene00002079
HCON_00096900	WBGene00004804
HCON_00096900	WBGene00020961
HCON_00096910	WBGene00044500
HCON_00096930	WBGene00008149
HCON_00096950	WBGene00004434
HCON_00096970	WBGene00020465
HCON_00096980	WBGene00020465
HCON_00096990	WBGene00001439
HCON_00097000	WBGene00004281
HCON_00097050	WBGene00016792
HCON_00097060	WBGene00016794
HCON_00097070	WBGene00003827
HCON_00097080	WBGene00016791
HCON_00097090	WBGene00002080
HCON_00097100	WBGene00016790
HCON_00097110	WBGene00016918
HCON_00097120	WBGene00010828
HCON_00097250	WBGene00018301
HCON_00097270	WBGene00005733
HCON_00097270	WBGene00005735
HCON_00097270	WBGene00005732
HCON_00097270	WBGene00005738
HCON_00097270	WBGene00005737
HCON_00097270	WBGene00005728
HCON_00097270	WBGene00005740
HCON_00097270	WBGene00005744
HCON_00097270	WBGene00005741
HCON_00097270	WBGene00005730
HCON_00097270	WBGene00005742
HCON_00097270	WBGene00005743
HCON_00097270	WBGene00005736
HCON_00097270	WBGene00005739
HCON_00097290	WBGene00005733
HCON_00097290	WBGene00005735
HCON_00097290	WBGene00005732
HCON_00097290	WBGene00005738
HCON_00097290	WBGene00005737
HCON_00097290	WBGene00005728
