HmN_000000100	EmuJ_001147800
HmN_000600400	EmuJ_000356000
HmN_000600500	EmuJ_000355800
HmN_000600500	EmuJ_000355900
HmN_000600600	EmuJ_002181600
HmN_000600600	EmuJ_000355100
HmN_000600600	EmuJ_000355300
HmN_000600600	EmuJ_000355400
HmN_000600600	EmuJ_000354700
HmN_000600600	EmuJ_000355000
HmN_000600600	EmuJ_000355500
HmN_000600600	EmuJ_000354850
HmN_000600600	EmuJ_000354900
HmN_000600600	EmuJ_000355200
HmN_000600700	EmuJ_002181600
HmN_000600700	EmuJ_000355100
HmN_000600700	EmuJ_000355300
HmN_000600700	EmuJ_000355400
HmN_000600700	EmuJ_000354700
HmN_000600700	EmuJ_000355000
HmN_000600700	EmuJ_000355500
HmN_000600700	EmuJ_000354850
HmN_000600700	EmuJ_000354900
HmN_000600700	EmuJ_000355200
HmN_000600800	EmuJ_000444600
HmN_000600900	EmuJ_000444500
HmN_000601000	EmuJ_000444400
HmN_000601100	EmuJ_000444300
HmN_000601200	EmuJ_000444100
HmN_000601300	EmuJ_000444000
HmN_000601400	EmuJ_000443800
HmN_000601500	EmuJ_000443700
HmN_000601600	EmuJ_000443600
HmN_000601700	EmuJ_000443500
HmN_000602000	EmuJ_000443400
HmN_000602500	EmuJ_000443000
HmN_000602600	EmuJ_000442900
HmN_000602700	EmuJ_000442800
HmN_000602800	EmuJ_000442700
HmN_000602900	EmuJ_000442600
HmN_000603100	EmuJ_000442300
HmN_000603200	EmuJ_000442200
HmN_000603300	EmuJ_000468300
HmN_000603400	EmuJ_000468200
HmN_000603500	EmuJ_000468100
HmN_000603600	EmuJ_000468000
HmN_000603800	EmuJ_000467600
HmN_000603900	EmuJ_000467500
HmN_000604000	EmuJ_000467400
HmN_000604200	EmuJ_000467300
HmN_000604400	EmuJ_000906000
HmN_000604600	EmuJ_000466900
HmN_000604700	EmuJ_000466700
HmN_000604800	EmuJ_000466500
HmN_000604900	EmuJ_000466400
HmN_000605000	EmuJ_000466300
HmN_000605100	EmuJ_000466200
HmN_000605200	EmuJ_000466100
HmN_000605300	EmuJ_000466000
HmN_000605500	EmuJ_000465800
HmN_000606200	EmuJ_000084200
HmN_000606500	EmuJ_000084100
HmN_000606600	EmuJ_000183200
HmN_000606700	EmuJ_000183100
HmN_000606800	EmuJ_000180300
HmN_000606900	EmuJ_000180100
HmN_000607000	EmuJ_000175300
HmN_000607000	EmuJ_000135000
HmN_000607100	EmuJ_000175600
HmN_000607300	EmuJ_000175800
HmN_000607300	EmuJ_000175750
HmN_000607400	EmuJ_000486800
HmN_000607500	EmuJ_000486900
HmN_000607600	EmuJ_000486950
HmN_000607700	EmuJ_000487000
HmN_000607800	EmuJ_000487100
HmN_000608400	EmuJ_000486100
HmN_000608600	EmuJ_000485800
HmN_000609000	EmuJ_000485600
HmN_000609400	EmuJ_000485400
HmN_000609500	EmuJ_000426200
HmN_000609600	EmuJ_000426500
HmN_000609700	EmuJ_000426650
HmN_000609800	EmuJ_000426800
HmN_000610100	EmuJ_000426900
HmN_000610200	EmuJ_000427000
HmN_000610300	EmuJ_000427100
HmN_000610500	EmuJ_000427200
HmN_000610700	EmuJ_000427400
HmN_000610800	EmuJ_000427500
HmN_000610900	EmuJ_000372300
HmN_000611000	EmuJ_001165000
HmN_000611100	EmuJ_000372200
HmN_000611200	EmuJ_000427700
HmN_000611400	EmuJ_000427900
HmN_000611500	EmuJ_000428000
HmN_000611800	EmuJ_000428200
HmN_000611900	EmuJ_000428200
HmN_000612000	EmuJ_000428400
HmN_000612100	EmuJ_000428500
HmN_000612300	EmuJ_000428700
HmN_000612300	EmuJ_000428600
HmN_000612400	EmuJ_000428800
HmN_000612600	EmuJ_000428900
HmN_000612800	EmuJ_000429300
HmN_000612900	EmuJ_000429400
HmN_000613100	EmuJ_000429700
HmN_000613200	EmuJ_000429900
HmN_000613500	EmuJ_000695700
HmN_000613700	EmuJ_000696100
HmN_000613800	EmuJ_000686400
HmN_000613900	EmuJ_000686300
HmN_000614000	EmuJ_000686100
HmN_000614100	EmuJ_000686000
HmN_000614200	EmuJ_000685900
HmN_000614300	EmuJ_000685800
HmN_000614400	EmuJ_000685500
HmN_000614600	EmuJ_000685200
HmN_000614700	EmuJ_000924200
HmN_000614900	EmuJ_000058800
HmN_000615000	EmuJ_000058700
HmN_000615200	EmuJ_000058500
HmN_000615300	EmuJ_000058400
HmN_000615500	EmuJ_000058300
HmN_000616400	EmuJ_000769300
HmN_000616400	EmuJ_000769000
HmN_000616600	EmuJ_000914900
HmN_000616700	EmuJ_000914800
HmN_000616800	EmuJ_000914700
HmN_000616900	EmuJ_000914500
HmN_000617100	EmuJ_000949600
HmN_000617200	EmuJ_000949500
HmN_000617500	EmuJ_000953800
HmN_000617600	EmuJ_000953600
HmN_000617700	EmuJ_000953500
HmN_000617800	EmuJ_000953400
HmN_000617900	EmuJ_000953200
HmN_000618100	EmuJ_000953000
HmN_000618300	EmuJ_000952600
HmN_000618400	EmuJ_000952200
HmN_000618500	EmuJ_000952250
HmN_000618600	EmuJ_000952100
HmN_000618700	EmuJ_001037300
HmN_000618700	EmuJ_001037600
HmN_000618800	EmuJ_000951900
HmN_000618900	EmuJ_000951700
HmN_000619000	EmuJ_000951500
HmN_000619100	EmuJ_000951400
HmN_000619200	EmuJ_000951300
HmN_000619400	EmuJ_000630800
HmN_000619500	EmuJ_000630900
HmN_000619600	EmuJ_000631100
HmN_000620200	EmuJ_000629800
HmN_000620400	EmuJ_000132700
HmN_000620600	EmuJ_000132500
HmN_000620700	EmuJ_000132400
HmN_000620800	EmuJ_000132300
HmN_000620900	EmuJ_000132100
HmN_000621000	EmuJ_000131800
HmN_000621100	EmuJ_000131600
HmN_000621200	EmuJ_000131500
HmN_000621300	EmuJ_000131100
HmN_000621400	EmuJ_000130900
HmN_000621500	EmuJ_000283800
HmN_000621600	EmuJ_000284000
HmN_000621700	EmuJ_000284600
HmN_000621700	EmuJ_000284500
HmN_000621700	EmuJ_000284200
HmN_000621800	EmuJ_000284400
HmN_000621800	EmuJ_000284700
HmN_000621900	EmuJ_000283500
HmN_000622000	EmuJ_000283400
HmN_000622100	EmuJ_000283300
HmN_000622200	EmuJ_000283100
HmN_000622400	EmuJ_000168200
HmN_000622400	EmuJ_000168100
HmN_000622600	EmuJ_000585700
HmN_000622700	EmuJ_000585400
HmN_000622700	EmuJ_000585200
HmN_000622900	EmuJ_000585000
HmN_000623000	EmuJ_000584900
HmN_000623300	EmuJ_000579800
HmN_000623400	EmuJ_000580000
HmN_000623500	EmuJ_002144800
HmN_000623500	EmuJ_000580100
HmN_000623600	EmuJ_000580200
HmN_000623600	EmuJ_000579900
HmN_000623700	EmuJ_000580300
HmN_000623800	EmuJ_001178700
HmN_000623900	EmuJ_001178600
HmN_000624000	EmuJ_001178500
HmN_000624100	EmuJ_001178400
HmN_000624300	EmuJ_001178100
HmN_000624600	EmuJ_001115100
HmN_000625100	EmuJ_001115000
HmN_000625300	EmuJ_001114800
HmN_000625400	EmuJ_001114700
HmN_000625600	EmuJ_001114600
HmN_000625700	EmuJ_001114500
HmN_000625800	EmuJ_001114300
HmN_000626000	EmuJ_001114000
HmN_000626100	EmuJ_001113800
HmN_000626400	EmuJ_001111900
HmN_000626500	EmuJ_001111800
HmN_000626700	EmuJ_001116800
HmN_000626800	EmuJ_001116900
HmN_000626900	EmuJ_001117000
HmN_000627000	EmuJ_001117100
HmN_000627100	EmuJ_001110700
HmN_000627400	EmuJ_000225700
HmN_000627500	EmuJ_000225800
HmN_000627600	EmuJ_000226000
HmN_000627700	EmuJ_000226100
HmN_000628000	EmuJ_000226400
HmN_000628100	EmuJ_000226500
HmN_000628200	EmuJ_000227000
HmN_000628300	EmuJ_000227100
HmN_000628800	EmuJ_000224000
HmN_000628900	EmuJ_001078800
HmN_000629000	EmuJ_001078700
HmN_000629100	EmuJ_001078600
HmN_000629200	EmuJ_001078500
HmN_000629700	EmuJ_001078200
HmN_000629800	EmuJ_001078300
HmN_000629800	EmuJ_001078400
HmN_000629900	EmuJ_001185600
HmN_000630100	EmuJ_001077900
HmN_000630200	EmuJ_001077700
HmN_000630400	EmuJ_001077500
HmN_000630700	EmuJ_001077100
HmN_000630800	EmuJ_001076900
HmN_000630900	EmuJ_001076700
HmN_000630900	EmuJ_001076800
HmN_000631000	EmuJ_001076600
HmN_000631100	EmuJ_001076400
HmN_000631100	EmuJ_001076500
HmN_000631200	EmuJ_001076300
HmN_000631300	EmuJ_001076200
HmN_000631500	EmuJ_001076100
HmN_000631600	EmuJ_001076000
HmN_000631700	EmuJ_001075850
HmN_000631800	EmuJ_001075800
HmN_000631900	EmuJ_001075700
HmN_000632200	EmuJ_001075600
HmN_000632600	EmuJ_000683000
HmN_000632700	EmuJ_000682800
HmN_000632800	EmuJ_000694450
HmN_000632900	EmuJ_000694380
HmN_000633000	EmuJ_000694300
HmN_000633100	EmuJ_000694200
HmN_000633200	EmuJ_000683900
HmN_000633300	EmuJ_000683800
HmN_000633400	EmuJ_000683700
HmN_000633500	EmuJ_000068800
HmN_000633600	EmuJ_000068900
HmN_000633700	EmuJ_000688100
HmN_000633800	EmuJ_000688200
HmN_000633900	EmuJ_000688400
HmN_000634100	EmuJ_000067500
HmN_000634800	EmuJ_000067200
HmN_000634900	EmuJ_000067300
HmN_000635400	EmuJ_000688950
HmN_000635500	EmuJ_000688900
HmN_000635600	EmuJ_000688800
HmN_000635800	EmuJ_000688600
HmN_000635900	EmuJ_000197100
HmN_000636500	EmuJ_000393800
HmN_000637300	EmuJ_000393900
HmN_000637500	EmuJ_000394000
HmN_000637600	EmuJ_000394100
HmN_000637700	EmuJ_000394200
HmN_000637800	EmuJ_000394300
HmN_000638300	EmuJ_000394900
HmN_000638400	EmuJ_000395000
HmN_000638500	EmuJ_000395100
HmN_000638600	EmuJ_000395200
HmN_000638700	EmuJ_000395300
HmN_000638900	EmuJ_000395500
HmN_000639000	EmuJ_000743700
HmN_000639100	EmuJ_000743800
HmN_000639200	EmuJ_000744100
HmN_000639300	EmuJ_000744200
HmN_000639400	EmuJ_000744300
HmN_000639500	EmuJ_000744400
HmN_000639900	EmuJ_001152650
HmN_000640100	EmuJ_001152600
HmN_000640200	EmuJ_001198400
HmN_000640400	EmuJ_001152100
HmN_000640500	EmuJ_001152200
HmN_000640600	EmuJ_001151800
HmN_000640700	EmuJ_001151500
HmN_000640800	EmuJ_001151400
HmN_000640900	EmuJ_001151300
HmN_000641000	EmuJ_001151200
HmN_000641100	EmuJ_001151000
HmN_000641100	EmuJ_002168200
HmN_000641700	EmuJ_000096100
HmN_000641800	EmuJ_000096000
HmN_000642100	EmuJ_000095800
HmN_000642200	EmuJ_000095700
HmN_000642300	EmuJ_000934600
HmN_000642400	EmuJ_000934700
HmN_000642500	EmuJ_000934800
HmN_000642600	EmuJ_000934900
HmN_000642800	EmuJ_000935000
HmN_000643200	EmuJ_000944100
HmN_000643300	EmuJ_000943900
HmN_000643400	EmuJ_000943600
HmN_000643500	EmuJ_000943500
HmN_000643700	EmuJ_000943300
HmN_000643800	EmuJ_000943200
HmN_000643900	EmuJ_000942900
HmN_000643900	EmuJ_000943000
HmN_000643900	EmuJ_000942400
HmN_000643900	EmuJ_000942800
HmN_000644000	EmuJ_000732000
HmN_000644100	EmuJ_000732110
HmN_000644200	EmuJ_000732300
HmN_000644400	EmuJ_000732400
HmN_000644500	EmuJ_000732500
HmN_000644600	EmuJ_000732700
HmN_000644800	EmuJ_000732800
HmN_000644900	EmuJ_000732900
HmN_000645000	EmuJ_000733100
HmN_000645400	EmuJ_000481600
HmN_000645600	EmuJ_000481400
HmN_000645700	EmuJ_000481200
HmN_000645800	EmuJ_000481000
HmN_000645900	EmuJ_000480900
HmN_000646000	EmuJ_000480800
HmN_000646100	EmuJ_000480700
HmN_000646300	EmuJ_000480500
HmN_000646400	EmuJ_000480400
HmN_000646500	EmuJ_000480350
HmN_000646600	EmuJ_000480300
HmN_000646800	EmuJ_000479900
HmN_000646900	EmuJ_000479600
HmN_000647000	EmuJ_000479500
HmN_000647100	EmuJ_000479400
HmN_000647300	EmuJ_000479350
HmN_000647400	EmuJ_000479200
HmN_000647800	EmuJ_000479000
HmN_000648100	EmuJ_000760000
HmN_000648200	EmuJ_000759900
HmN_000648400	EmuJ_000759600
HmN_000648500	EmuJ_000759500
HmN_000648620	EmuJ_000759400
HmN_000648640	EmuJ_000759300
HmN_000648800	EmuJ_000759050
HmN_000649000	EmuJ_000759000
HmN_000649200	EmuJ_000758800
HmN_000649300	EmuJ_000758700
HmN_000649400	EmuJ_000758400
HmN_000649500	EmuJ_000758300
HmN_000649800	EmuJ_000757500
HmN_000650000	EmuJ_000757200
HmN_000650000	EmuJ_000757100
HmN_000650000	EmuJ_000757300
HmN_000650100	EmuJ_000757200
HmN_000650100	EmuJ_000757100
HmN_000650100	EmuJ_000757300
HmN_000650400	EmuJ_001103900
HmN_000650500	EmuJ_001103800
HmN_000650600	EmuJ_001103700
HmN_000650700	EmuJ_001103600
HmN_000650900	EmuJ_000173600
HmN_000651200	EmuJ_000358200
HmN_000651300	EmuJ_000358300
HmN_000651400	EmuJ_000358400
HmN_000651500	EmuJ_000358500
HmN_000651600	EmuJ_000358600
HmN_000651700	EmuJ_000358700
HmN_000651900	EmuJ_000227400
HmN_000652000	EmuJ_000227600
HmN_000652200	EmuJ_000210000
HmN_000652300	EmuJ_000209900
HmN_000652400	EmuJ_000209800
HmN_000652500	EmuJ_000209700
HmN_000652700	EmuJ_000209500
HmN_000652900	EmuJ_000209350
HmN_000653100	EmuJ_000209100
HmN_000653200	EmuJ_000209000
HmN_000653300	EmuJ_000208600
HmN_000653400	EmuJ_000208400
HmN_000653500	EmuJ_000208300
HmN_000653600	EmuJ_000208200
HmN_000653700	EmuJ_000208000
HmN_000653800	EmuJ_000207900
HmN_000654400	EmuJ_000615800
HmN_000654500	EmuJ_000615700
HmN_000654600	EmuJ_000615400
HmN_000654700	EmuJ_000615200
HmN_000655100	EmuJ_000535000
HmN_000655400	EmuJ_000614700
HmN_000655500	EmuJ_000614600
HmN_000655600	EmuJ_000614400
HmN_000655800	EmuJ_000614000
HmN_000656200	EmuJ_000613900
HmN_000656300	EmuJ_000613800
HmN_000656500	EmuJ_000613500
HmN_000656600	EmuJ_000613200
HmN_000656600	EmuJ_000612800
HmN_000656600	EmuJ_000613400
HmN_000656900	EmuJ_000613000
HmN_000656900	EmuJ_000613300
HmN_000656900	EmuJ_000612900
HmN_000657100	EmuJ_000612700
HmN_000657200	EmuJ_000612600
HmN_000657300	EmuJ_000612400
HmN_000657500	EmuJ_000612300
HmN_000657600	EmuJ_000612200
HmN_000657900	EmuJ_000612000
HmN_000658200	EmuJ_000346200
HmN_000658400	EmuJ_000365800
HmN_000658500	EmuJ_000366000
HmN_000658600	EmuJ_000366300
HmN_000658700	EmuJ_000366100
HmN_000659100	EmuJ_000361900
HmN_000659200	EmuJ_000361400
HmN_000659300	EmuJ_000361100
HmN_000659600	EmuJ_000363900
HmN_000659700	EmuJ_000364000
HmN_000659800	EmuJ_000364300
HmN_000659800	EmuJ_000364200
HmN_000659900	EmuJ_000364400
HmN_000660000	EmuJ_000364500
HmN_000660100	EmuJ_000461800
HmN_000660200	EmuJ_000461700
HmN_000660300	EmuJ_000461500
HmN_000660600	EmuJ_000461400
HmN_000660900	EmuJ_000461100
HmN_000661000	EmuJ_000461000
HmN_000661200	EmuJ_002117800
HmN_000661300	EmuJ_000460600
HmN_000661400	EmuJ_000460500
HmN_000661500	EmuJ_000459600
HmN_000661600	EmuJ_000459800
HmN_000661700	EmuJ_000460000
HmN_000661900	EmuJ_000460200
HmN_000662000	EmuJ_000460300
HmN_000662100	EmuJ_000623300
HmN_000662200	EmuJ_000623400
HmN_000662400	EmuJ_000623600
HmN_000662600	EmuJ_001056400
HmN_000662700	EmuJ_001056300
HmN_000662700	EmuJ_001056200
HmN_000662800	EmuJ_001056100
HmN_000663000	EmuJ_001032300
HmN_000663200	EmuJ_001032400
HmN_000663500	EmuJ_001005500
HmN_000663900	EmuJ_001005200
HmN_000664600	EmuJ_001004600
HmN_000664700	EmuJ_001004400
HmN_000664800	EmuJ_001004300
HmN_000664900	EmuJ_001004250
HmN_000665000	EmuJ_001004200
HmN_000665100	EmuJ_001004100
HmN_000665300	EmuJ_001004000
HmN_000665800	EmuJ_000532100
HmN_000665900	EmuJ_000532000
HmN_000666000	EmuJ_000531650
HmN_000666100	EmuJ_000531500
HmN_000666200	EmuJ_000532500
HmN_000666400	EmuJ_000532700
HmN_000666500	EmuJ_000532800
HmN_000666600	EmuJ_000176700
HmN_000666600	EmuJ_000533300
HmN_000666600	EmuJ_000176600
HmN_000666600	EmuJ_000533100
HmN_000666700	EmuJ_000176800
HmN_000666700	EmuJ_000176500
HmN_000666800	EmuJ_001074200
HmN_000666900	EmuJ_000533400
HmN_000667000	EmuJ_000533450
HmN_000667100	EmuJ_000533600
HmN_000667300	EmuJ_000533700
HmN_000667400	EmuJ_000533900
HmN_000667500	EmuJ_000667300
HmN_000667600	EmuJ_000534000
HmN_000667700	EmuJ_000534100
HmN_000667800	EmuJ_000554500
HmN_000668300	EmuJ_000856500
HmN_000668400	EmuJ_000856500
HmN_000668800	EmuJ_000856600
HmN_000668900	EmuJ_000906600
HmN_000669000	EmuJ_000906500
HmN_000669300	EmuJ_000906200
HmN_000669500	EmuJ_000905900
HmN_000669500	EmuJ_000905800
HmN_000669600	EmuJ_000004500
HmN_000669600	EmuJ_000905700
HmN_000669700	EmuJ_000905600
HmN_000669800	EmuJ_000905500
HmN_000669900	EmuJ_000905400
HmN_000670000	EmuJ_000905300
HmN_000670100	EmuJ_000905200
HmN_000670200	EmuJ_000905100
HmN_000670300	EmuJ_000905000
HmN_000670700	EmuJ_000904800
HmN_000670800	EmuJ_000904700
HmN_000670900	EmuJ_000903800
HmN_000671100	EmuJ_000979100
HmN_000671100	EmuJ_000978900
HmN_000671200	EmuJ_000979200
HmN_000671300	EmuJ_000979300
HmN_000671500	EmuJ_000418900
HmN_000671700	EmuJ_001054300
HmN_000671800	EmuJ_001054400
HmN_000671900	EmuJ_001054500
HmN_000672000	EmuJ_001054600
HmN_000672100	EmuJ_001054800
HmN_000672200	EmuJ_001054900
HmN_000672300	EmuJ_001055000
HmN_000672700	EmuJ_001055100
HmN_000672800	EmuJ_001055300
HmN_000672900	EmuJ_001055400
HmN_000673000	EmuJ_001055500
HmN_000673100	EmuJ_001055600
HmN_000673200	EmuJ_001055700
HmN_000673300	EmuJ_001055800
HmN_000673400	EmuJ_001055900
HmN_000673500	EmuJ_001056000
HmN_000673600	EmuJ_001044200
HmN_000673800	EmuJ_000222300
HmN_000673900	EmuJ_000222000
HmN_000674000	EmuJ_000221900
HmN_000674200	EmuJ_000221800
HmN_000674300	EmuJ_000221700
HmN_000674600	EmuJ_000221000
HmN_000675000	EmuJ_000220300
HmN_000675100	EmuJ_000220500
HmN_000675900	EmuJ_000238100
HmN_000676000	EmuJ_000238000
HmN_000676200	EmuJ_000237800
HmN_000676300	EmuJ_000237700
HmN_000676400	EmuJ_000237700
HmN_000676500	EmuJ_000237600
HmN_000676600	EmuJ_000237500
HmN_000676700	EmuJ_000237400
HmN_000676800	EmuJ_000237300
HmN_000676900	EmuJ_000237250
HmN_000677000	EmuJ_000237200
HmN_000677100	EmuJ_000237100
HmN_000677200	EmuJ_000237000
HmN_000677900	EmuJ_000497500
HmN_000678000	EmuJ_000497800
HmN_000678100	EmuJ_000497900
HmN_000678200	EmuJ_000498200
HmN_000678350	EmuJ_000498400
HmN_000678500	EmuJ_000498600
HmN_000678600	EmuJ_000498700
HmN_000678700	EmuJ_000498800
HmN_000678800	EmuJ_000498900
HmN_000678900	EmuJ_000499000
HmN_000679000	EmuJ_000499500
HmN_000679400	EmuJ_000499900
HmN_000679500	EmuJ_000500000
HmN_000679700	EmuJ_000500200
HmN_000679800	EmuJ_000500300
HmN_000680200	EmuJ_000500600
HmN_000680300	EmuJ_000500800
HmN_000680900	EmuJ_001119000
HmN_000681200	EmuJ_001120500
HmN_000681300	EmuJ_001120300
HmN_000681700	EmuJ_001119900
HmN_000681800	EmuJ_001125000
HmN_000682000	EmuJ_001125300
HmN_000682200	EmuJ_001125900
HmN_000682300	EmuJ_001125800
HmN_000682600	EmuJ_001127800
HmN_000682700	EmuJ_001127900
HmN_000682800	EmuJ_001128300
HmN_000682900	EmuJ_001128100
HmN_000683000	EmuJ_001128000
HmN_000683100	EmuJ_001177900
HmN_000683200	EmuJ_000544300
HmN_000683300	EmuJ_001126900
HmN_000683400	EmuJ_001126800
HmN_000683500	EmuJ_001126500
HmN_000683600	EmuJ_001126300
HmN_000683700	EmuJ_001027100
HmN_000683800	EmuJ_001027200
HmN_000684000	EmuJ_001027400
HmN_000684200	EmuJ_001027500
HmN_000684800	EmuJ_001027900
HmN_000685000	EmuJ_001028000
HmN_000685100	EmuJ_001028100
HmN_000685200	EmuJ_001028200
HmN_000685300	EmuJ_001028300
HmN_000685400	EmuJ_001028400
HmN_000685600	EmuJ_001028450
HmN_000685700	EmuJ_001028500
HmN_000685800	EmuJ_001028700
HmN_000685900	EmuJ_001028800
HmN_000686100	EmuJ_001029000
HmN_000686200	EmuJ_001029100
HmN_000686600	EmuJ_001075200
HmN_000686900	EmuJ_001075100
HmN_000687100	EmuJ_001074800
HmN_000687200	EmuJ_001073800
HmN_000687200	EmuJ_001073700
HmN_000687300	EmuJ_001073600
HmN_000687400	EmuJ_001073500
HmN_000687500	EmuJ_001073400
HmN_000687600	EmuJ_001073200
HmN_000687700	EmuJ_001073100
HmN_000687900	EmuJ_001073000
HmN_000688000	EmuJ_001072900
HmN_000688100	EmuJ_001072500
HmN_000688200	EmuJ_001072300
HmN_000688200	EmuJ_001072700
HmN_000688300	EmuJ_001072100
HmN_000688400	EmuJ_001071900
HmN_000688500	EmuJ_001071800
HmN_000688600	EmuJ_001045800
HmN_000688800	EmuJ_001045500
HmN_000689000	EmuJ_001045350
HmN_000689100	EmuJ_001045300
HmN_000689200	EmuJ_000816900
HmN_000689300	EmuJ_000816800
HmN_000689400	EmuJ_000816600
HmN_000689500	EmuJ_000816500
HmN_000689600	EmuJ_000816400
HmN_000689700	EmuJ_000816300
HmN_000689800	EmuJ_000816200
HmN_000689900	EmuJ_000816100
HmN_000690000	EmuJ_000816000
HmN_000690100	EmuJ_000815900
HmN_000690200	EmuJ_000815700
HmN_000690300	EmuJ_000815800
HmN_000690500	EmuJ_000815700
HmN_000690600	EmuJ_000815400
HmN_000690600	EmuJ_000815600
HmN_000690700	EmuJ_000815300
HmN_000690800	EmuJ_000815250
HmN_000690900	EmuJ_000815200
HmN_000691000	EmuJ_000815100
HmN_000691400	EmuJ_000814700
HmN_000691500	EmuJ_000814600
HmN_000691700	EmuJ_000814500
HmN_000691800	EmuJ_000814400
HmN_000691900	EmuJ_000814400
HmN_000692100	EmuJ_000210600
HmN_000692200	EmuJ_000210400
HmN_000692300	EmuJ_000210300
HmN_000692400	EmuJ_000210200
HmN_000692500	EmuJ_000213500
HmN_000692700	EmuJ_000213750
HmN_000693400	EmuJ_000213300
HmN_000693500	EmuJ_000193500
HmN_000693600	EmuJ_000257000
HmN_000693700	EmuJ_000256800
HmN_000693800	EmuJ_000256700
HmN_000694000	EmuJ_000256300
HmN_000694100	EmuJ_000256100
HmN_000694300	EmuJ_000257400
HmN_000694500	EmuJ_000257200
HmN_000694600	EmuJ_000257100
HmN_000695300	EmuJ_000661600
HmN_000695400	EmuJ_000661500
HmN_000695500	EmuJ_000661400
HmN_000695600	EmuJ_000377200
HmN_000695700	EmuJ_000377000
HmN_000695900	EmuJ_000665900
HmN_000696000	EmuJ_000665700
HmN_000696200	EmuJ_000664200
HmN_000696300	EmuJ_000664700
HmN_000696300	EmuJ_000664800
HmN_000696400	EmuJ_000523600
HmN_000696500	EmuJ_000523700
HmN_000696600	EmuJ_000523300
HmN_000697300	EmuJ_000330900
HmN_000697500	EmuJ_000330700
HmN_000698700	EmuJ_000330200
HmN_000698800	EmuJ_000330100
HmN_000698900	EmuJ_000330000
HmN_000699000	EmuJ_000329900
HmN_000699100	EmuJ_000334700
HmN_000699500	EmuJ_000334550
HmN_000699600	EmuJ_000334500
HmN_000699700	EmuJ_000334400
HmN_000699800	EmuJ_000334400
HmN_000699900	EmuJ_000152000
HmN_000700300	EmuJ_000210100
HmN_000701200	EmuJ_001131000
HmN_000701300	EmuJ_001130900
HmN_000701400	EmuJ_001130800
HmN_000701500	EmuJ_001130650
HmN_000701500	EmuJ_001130600
HmN_000701700	EmuJ_001131100
HmN_000702000	EmuJ_001145000
HmN_000702100	EmuJ_001142500
HmN_000702700	EmuJ_001144700
HmN_000702800	EmuJ_001144800
HmN_000703000	EmuJ_001144400
HmN_000703100	EmuJ_001144200
HmN_000703200	EmuJ_001144100
HmN_000703300	EmuJ_001143900
HmN_000704200	EmuJ_000658150
HmN_000704400	EmuJ_000657800
HmN_000704400	EmuJ_000658700
HmN_000704500	EmuJ_000658900
HmN_000704600	EmuJ_000659100
HmN_000704600	EmuJ_000659200
HmN_000704700	EmuJ_000659400
HmN_000704800	EmuJ_000659500
HmN_000704900	EmuJ_000659600
HmN_000704900	EmuJ_000659300
HmN_000705000	EmuJ_000659700
HmN_000705100	EmuJ_000659800
HmN_000705200	EmuJ_000657210
HmN_000705500	EmuJ_000627050
HmN_000705700	EmuJ_000661100
HmN_000705700	EmuJ_000660900
HmN_000705800	EmuJ_000660800
HmN_000705800	EmuJ_000661000
HmN_000705800	EmuJ_000007100
HmN_000705900	EmuJ_000660700
HmN_000706000	EmuJ_000497000
HmN_000706100	EmuJ_000497100
HmN_000706200	EmuJ_000497300
HmN_000706300	EmuJ_000497400
HmN_000706500	EmuJ_000157500
HmN_000706700	EmuJ_000156600
HmN_000706800	EmuJ_000156500
HmN_000707000	EmuJ_000155600
HmN_000707000	EmuJ_000156000
HmN_000707000	EmuJ_000156400
HmN_000707100	EmuJ_000155600
HmN_000707100	EmuJ_000156000
HmN_000707100	EmuJ_000156400
HmN_000708100	EmuJ_000155200
HmN_000708200	EmuJ_000155000
HmN_000708300	EmuJ_000154900
HmN_000708500	EmuJ_000154800
HmN_000708700	EmuJ_000154700
HmN_000708800	EmuJ_000154500
HmN_000709000	EmuJ_000091500
HmN_000709200	EmuJ_000091600
HmN_000709300	EmuJ_000091700
HmN_000709500	EmuJ_000091800
HmN_000709600	EmuJ_000153100
HmN_000709700	EmuJ_000153900
HmN_000709800	EmuJ_000153600
HmN_000709800	EmuJ_002170600
HmN_000709800	EmuJ_000153500
HmN_000709800	EmuJ_000153400
HmN_000709800	EmuJ_002170700
HmN_000709800	EmuJ_000154000
HmN_000709900	EmuJ_000908900
HmN_000710000	EmuJ_000909100
HmN_000710100	EmuJ_000909200
HmN_000710200	EmuJ_000909300
HmN_000710300	EmuJ_000909400
HmN_000710500	EmuJ_000909600
HmN_000710800	EmuJ_000910000
HmN_000710900	EmuJ_000910100
HmN_000711200	EmuJ_000910200
HmN_000711400	EmuJ_000910300
HmN_000711500	EmuJ_000910400
HmN_000711600	EmuJ_000910600
HmN_000711700	EmuJ_000910700
HmN_000711800	EmuJ_000911000
HmN_000712200	EmuJ_000058000
HmN_000712300	EmuJ_000057900
HmN_000712500	EmuJ_000057700
HmN_000712700	EmuJ_000062700
HmN_000714000	EmuJ_000846650
HmN_000714100	EmuJ_000846700
HmN_000714300	EmuJ_000846900
HmN_000714400	EmuJ_000847000
HmN_000714500	EmuJ_000847100
HmN_000714600	EmuJ_000847300
HmN_000714700	EmuJ_000847400
HmN_000714800	EmuJ_000847500
HmN_000714900	EmuJ_000847700
HmN_000715000	EmuJ_000847800
